Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,FDX,FICO,FDX,FICO,FDX,FICO,FDX,FICO,FDX,FICO
Date,,,,,,,,,,
1978-04-12,0.7737872004508972,,0.799261669787395,,0.7737872004508972,,0.7737872004508972,,11657600,
1978-04-13,0.8056299090385437,,0.8311043787110599,,0.8056299090385437,,0.8056299090385437,,7366400,
1978-04-14,0.8565792441368103,,0.8884227346492137,,0.8565792441368103,,0.8565792441368103,,6771200,
1978-04-17,0.831104576587677,,0.8565790523253782,,0.831104576587677,,0.8565790523253782,,4076800,
1978-04-18,0.8247359991073608,,0.8470263503473107,,0.8247359991073608,,0.8311042266507886,,2966400,
1978-04-19,0.8406575322151184,,0.8629478884089429,,0.8406575322151184,,0.8406575322151184,,2272000,
1978-04-20,0.8629483580589294,,0.888422842596318,,0.8629483580589294,,0.8629483580589294,,1699200,
1978-04-21,0.8565792441368103,,0.878869609753545,,0.8565792441368103,,0.862948253207082,,1046400,
1978-04-24,0.8406575322151184,,0.8629478884089429,,0.8406575322151184,,0.856578882031072,,931200,
1978-04-25,0.8788694739341736,,0.904343951439512,,0.8788694739341736,,0.8788694739341736,,2256000,
1978-04-26,0.9202653765678406,,0.9457398560397491,,0.9202653765678406,,0.9202653765678406,,1264000,
1978-04-27,0.9202653765678406,,0.9457398560397491,,0.9202653765678406,,0.9202653765678406,,1075200,
1978-04-28,0.9775831699371338,,1.0030576448708748,,0.9775831699371338,,0.9775831699371338,,1971200,
1978-05-01,0.9361867904663086,,0.9616612503780609,,0.9361867904663086,,0.9616612503780609,,1500800,
1978-05-02,0.94573974609375,,0.9712142226041496,,0.94573974609375,,0.94573974609375,,816000,
1978-05-03,0.9202653765678406,,0.9457398560397491,,0.9202653765678406,,0.9457398560397491,,627200,
1978-05-04,0.9361867904663086,,0.9616612503780609,,0.9361867904663086,,0.9361867904663086,,1046400,
1978-05-05,0.94573974609375,,0.9712142226041496,,0.94573974609375,,0.94573974609375,,681600,
1978-05-08,0.9552923440933228,,0.9775826931435586,,0.9552923440933228,,0.9552923440933228,,918400,
1978-05-09,0.9616613388061523,,0.9871358010603698,,0.9616613388061523,,0.9616613388061523,,694400,
1978-05-10,0.9712139964103699,,0.9935043525204222,,0.9712139964103699,,0.9712139964103699,,774400,
1978-05-11,1.003057599067688,,1.0349003025711734,,1.003057599067688,,1.003057599067688,,1449600,
1978-05-12,1.0189790725708008,,1.0444535493850708,,1.0189790725708008,,1.0189790725708008,,627200,
1978-05-15,1.0094261169433594,,1.0349005979855859,,1.0094261169433594,,1.0189792416890606,,307200,
1978-05-16,1.0762970447540283,,1.101771521820167,,1.0762970447540283,,1.0762970447540283,,1225600,
1978-05-17,1.0667437314987183,,1.0922182040275283,,1.0667437314987183,,1.0762968530518233,,534400,
1978-05-18,1.0603744983673096,,1.082664851427939,,1.0603744983673096,,1.066743503849935,,633600,
1978-05-19,1.003057599067688,,1.0285320728381737,,1.003057599067688,,1.0285320728381737,,1040000,
1978-05-22,0.9935043454170227,,1.018978815812331,,0.9935043454170227,,1.0030574661700484,,451200,
1978-05-23,0.9552923440933228,,0.9775826931435586,,0.9552923440933228,,0.9775826931435586,,656000,
1978-05-24,0.9202653765678406,,0.9457398560397491,,0.9202653765678406,,0.9457398560397491,,912000,
1978-05-25,0.94573974609375,,0.9775832304414129,,0.94573974609375,,0.94573974609375,,1171200,
1978-05-26,0.9616613388061523,,0.9871358010603698,,0.9616613388061523,,0.9616613388061523,,499200,
1978-05-30,1.003057599067688,,1.0285320728381737,,1.003057599067688,,1.003057599067688,,355200,
1978-05-31,1.003057599067688,,1.0285320728381737,,1.003057599067688,,1.003057599067688,,870400,
1978-06-01,0.9935043454170227,,1.018978815812331,,0.9935043454170227,,1.0030574661700484,,230400,
1978-06-02,0.9871355891227722,,1.0094251557454827,,0.9871355891227722,,0.9935038146096252,,272000,
1978-06-05,1.003057599067688,,1.0285320728381737,,1.003057599067688,,1.003057599067688,,332800,
1978-06-06,1.0189790725708008,,1.0444535493850708,,1.0189790725708008,,1.0189790725708008,,1222400,
1978-06-07,1.003057599067688,,1.0349003025711734,,1.003057599067688,,1.0189789508194307,,576000,
1978-06-08,1.0189790725708008,,1.0444535493850708,,1.0189790725708008,,1.0189790725708008,,569600,
1978-06-09,1.0094261169433594,,1.0349005979855859,,1.0094261169433594,,1.0189792416890606,,339200,
1978-06-12,1.0349003076553345,,1.0603747815509688,,1.0349003076553345,,1.0349003076553345,,774400,
1978-06-13,1.0922179222106934,,1.117692388166517,,1.0922179222106934,,1.0922179222106934,,1721600,
1978-06-14,1.1081395149230957,,1.1336139865305233,,1.1081395149230957,,1.1081395149230957,,646400,
1978-06-15,1.1081395149230957,,1.1336139865305233,,1.1081395149230957,,1.1081395149230957,,691200,
1978-06-16,1.0762970447540283,,1.101771521820167,,1.0762970447540283,,1.101771521820167,,643200,
1978-06-19,1.0444533824920654,,1.0667437404976137,,1.0444533824920654,,1.0667437404976137,,1452800,
1978-06-20,1.003057599067688,,1.0285320728381737,,1.003057599067688,,1.0285320728381737,,502400,
1978-06-21,0.9775831699371338,,1.0030576448708748,,0.9775831699371338,,1.0030576448708748,,521600,
1978-06-22,0.9935043454170227,,1.018978815812331,,0.9935043454170227,,0.9935043454170227,,742400,
1978-06-23,0.9775831699371338,,1.0030576448708748,,0.9775831699371338,,0.9935045224159021,,412800,
1978-06-26,0.94573974609375,,0.9775832304414129,,0.94573974609375,,0.9775832304414129,,348800,
