Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-02-27 00:00:00-05:00,12.45960235595703,12.907789491063399,12.45960235595703,12.459602355957031,50000,0.0,0.0
1998-03-02 00:00:00-05:00,12.369967460632324,12.369967460632324,12.190692569898522,12.369967460632324,75000,0.0,0.0
1998-03-03 00:00:00-05:00,12.280328750610352,12.280328750610352,12.011416442202824,12.280328750610352,35000,0.0,0.0
1998-03-04 00:00:00-05:00,11.294315338134766,11.294315338134766,11.115040491497707,11.294315338134766,60000,0.0,0.0
1998-03-05 00:00:00-05:00,11.563231468200684,11.563231468200684,11.563231468200684,11.563231468200684,400,0.0,0.0
1998-03-06 00:00:00-05:00,11.563231468200684,11.742506374684416,11.563231468200684,11.563231468200684,3600,0.0,0.0
1998-03-09 00:00:00-05:00,11.563228915056843,11.832141215407002,11.383954048156738,11.383954048156738,3200,0.0,0.0
1998-03-10 00:00:00-05:00,11.383954994495099,12.101054521707388,11.383954994495099,11.652867317199707,56800,0.0,0.0
1998-03-11 00:00:00-05:00,11.652867317199707,11.83214219900278,11.56322987629817,11.652867317199707,10400,0.0,0.0
1998-03-12 00:00:00-05:00,11.652868576632201,11.74250602722168,11.563231126042723,11.74250602722168,3800,0.0,0.0
1998-03-13 00:00:00-05:00,11.83214282989502,11.83214282989502,11.83214282989502,11.83214282989502,1000,0.0,0.0
1998-03-16 00:00:00-05:00,11.83214382792628,11.83214382792628,11.563231468200684,11.563231468200684,7700,0.0,0.0
1998-03-17 00:00:00-05:00,11.563228915056843,11.563228915056843,11.294316614706684,11.383954048156738,28000,0.0,0.0
1998-03-18 00:00:00-05:00,11.383956561716953,11.563231468200684,11.294319108475086,11.563231468200684,45700,0.0,0.0
1998-03-19 00:00:00-05:00,11.563229261523615,12.459603622882035,11.473591825387773,12.280328750610352,383600,0.0,0.0
1998-03-20 00:00:00-05:00,12.369965889084506,12.728515625,12.369965889084506,12.728515625,275600,0.0,0.0
1998-03-23 00:00:00-05:00,12.728516559727145,13.624890965341732,12.459604238042768,13.535253524780273,398600,0.0,0.0
1998-03-24 00:00:00-05:00,13.535256548772885,14.252356233476084,13.535256548772885,14.162718772888184,261800,0.0,0.0
1998-03-25 00:00:00-05:00,14.16271811911145,14.431630488461668,13.983443206211305,14.252355575561523,135600,0.0,0.0
1998-03-26 00:00:00-05:00,14.252352070656553,14.252352070656553,13.804164898623327,14.073077201843262,26300,0.0,0.0
1998-03-27 00:00:00-05:00,14.073075244953108,14.162712666895484,13.176701025529342,13.804162979125977,62200,0.0,0.0
1998-03-30 00:00:00-05:00,13.804168293311161,14.252355575561523,13.804168293311161,14.252355575561523,49500,0.0,0.0
1998-03-31 00:00:00-05:00,14.252354284250957,14.521266629236825,14.252354284250957,14.431629180908203,79000,0.0,0.0
1998-04-01 00:00:00-05:00,14.431629151832768,14.790178944424886,14.341991703684737,14.700541496276855,150100,0.0,0.0
1998-04-02 00:00:00-05:00,15.5969178599696,16.762204826519053,15.5969178599696,16.67256736755371,140500,0.0,0.0
1998-04-03 00:00:00-05:00,16.672567136359937,18.73422866397434,15.596917643691555,17.74821662902832,458700,0.0,0.0
1998-04-06 00:00:00-04:00,17.748206913471222,18.644581000010174,16.493283192316692,17.21038246154785,105300,0.0,0.0
1998-04-07 00:00:00-04:00,17.21039645954714,17.21039645954714,15.86583423614502,15.86583423614502,152800,0.0,0.0
