Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1991-06-26 00:00:00-04:00,1.8745356078268984,2.0206030249774813,1.8745356078268984,1.9719139337539673,16683528,0.0,0.0
1991-06-27 00:00:00-04:00,2.0206026810787003,2.06929176401552,1.9597410404476416,1.9962581396102905,6160224,0.0,0.0
1991-06-28 00:00:00-04:00,1.9962583795471593,2.0449474683360807,1.9475692907582378,1.9840863943099976,2384862,0.0,0.0
1991-07-01 00:00:00-04:00,2.0206026810787003,2.0206026810787003,1.971913598141881,1.9962581396102905,1782930,0.0,0.0
1991-07-02 00:00:00-04:00,2.0206031799316406,2.0206031799316406,1.9962586324529716,2.0206031799316406,1271226,0.0,0.0
1991-07-03 00:00:00-04:00,1.9962581396102907,2.0206026810787003,1.9475690566734711,1.9962581396102905,1214988,0.0,0.0
1991-07-05 00:00:00-04:00,1.9962584674558803,1.9962584674558803,1.9232246875762937,1.923224687576294,230514,0.0,0.0
1991-07-08 00:00:00-04:00,1.9232246875762937,1.9962584674558803,1.9232246875762937,1.923224687576294,550020,0.0,0.0
1991-07-09 00:00:00-04:00,1.9597417803876271,2.0936372394588605,1.9232250978774206,2.0692925453186035,3100506,0.0,0.0
1991-07-10 00:00:00-04:00,2.09363640720176,2.2397043704986572,2.09363640720176,2.2397043704986572,1238472,0.0,0.0
1991-07-11 00:00:00-04:00,2.23970404093297,2.33708233401528,2.191014966131812,2.2762205600738525,2259408,0.0,0.0
1991-07-12 00:00:00-04:00,2.3127379934470707,2.3127379934470707,2.215359829515853,2.2397043704986572,733566,0.0,0.0
1991-07-15 00:00:00-04:00,2.2640489114814617,2.2640489114814617,2.215359829515853,2.2397043704986572,404172,0.0,0.0
1991-07-16 00:00:00-04:00,2.2397044541866196,2.3614273071289062,2.215359912294166,2.3614273071289062,1534494,0.0,0.0
1991-07-17 00:00:00-04:00,2.3127382894447717,2.531840047212014,2.3127382894447717,2.4831509590148926,3741990,0.0,0.0
1991-07-18 00:00:00-04:00,2.4831509590148926,2.5561845913105747,2.4344612968976405,2.4831509590148926,3756204,0.0,0.0
1991-07-19 00:00:00-04:00,2.5074952758837252,2.5074952758837252,2.3614273071289062,2.3614273071289062,1457244,0.0,0.0
1991-07-22 00:00:00-04:00,2.4101165343938327,2.4344610762862864,2.3614273071289062,2.3614273071289062,499344,0.0,0.0
1991-07-23 00:00:00-04:00,2.3614277191239808,2.3857722652637943,2.2275322849148744,2.2518768310546875,783006,0.0,0.0
1991-07-24 00:00:00-04:00,2.2397043244958237,2.3127379459441486,2.1910152435302734,2.1910152435302734,524064,0.0,0.0
1991-07-25 00:00:00-04:00,2.239704325807914,2.239704325807914,2.166670560836792,2.166670560836792,211356,0.0,0.0
1991-07-26 00:00:00-04:00,2.154498002366077,2.1910152435302734,2.142326019084712,2.1910152435302734,494400,0.0,0.0
1991-07-29 00:00:00-04:00,2.2153592109680176,2.2153592109680176,2.142325464931256,2.2153592109680176,77868,0.0,0.0
1991-07-30 00:00:00-04:00,2.2153600430379976,2.3979445484470414,2.1666708128995804,2.3857719898223877,630360,0.0,0.0
1991-07-31 00:00:00-04:00,2.3857714214153414,2.458805751402728,2.3614268838862023,2.4344606399536133,1389882,0.0,0.0
1991-08-01 00:00:00-04:00,2.458806037902832,2.458806037902832,2.410116383251259,2.458806037902832,320742,0.0,0.0
1991-08-02 00:00:00-04:00,2.4344606399536133,2.483150288931867,2.4344606399536133,2.4344606399536133,728004,0.0,0.0
1991-08-05 00:00:00-04:00,2.4101166766316107,2.4831508805393065,2.3857719898223877,2.3857719898223877,746544,0.0,0.0
1991-08-06 00:00:00-04:00,2.3614279096646817,2.4101171493530273,2.337083361560537,2.4101171493530273,140904,0.0,0.0
1991-08-07 00:00:00-04:00,2.4101171493530273,2.4101171493530273,2.385772457768826,2.4101171493530273,210738,0.0,0.0
1991-08-08 00:00:00-04:00,2.4101171493530273,2.4101171493530273,2.385772457768826,2.4101171493530273,448668,0.0,0.0
1991-08-09 00:00:00-04:00,2.4101166776324434,2.4101166776324434,2.3614274474738073,2.3736000061035156,353496,0.0,0.0
1991-08-12 00:00:00-04:00,2.337082765236453,2.3614273071289062,2.31273807986398,2.3614273071289062,132870,0.0,0.0
1991-08-13 00:00:00-04:00,2.31273807986398,2.3614273071289062,2.31273807986398,2.3614273071289062,131634,0.0,0.0
1991-08-14 00:00:00-04:00,2.3614274464931935,2.3857719898223877,2.312738216354776,2.3857719898223877,122982,0.0,0.0
1991-08-15 00:00:00-04:00,2.3857719898223877,2.3857719898223877,2.337082903163999,2.3857719898223877,162534,0.0,0.0
1991-08-16 00:00:00-04:00,2.337082765236453,2.4101165343938327,2.337082765236453,2.3614273071289062,93318,0.0,0.0
1991-08-19 00:00:00-04:00,2.215360298805057,2.288393937224497,2.166671063045386,2.2518768310546875,414678,0.0,0.0
1991-08-20 00:00:00-04:00,2.2883938670069033,2.337083101272583,2.264049321614084,2.337083101272583,267594,0.0,0.0
1991-08-21 00:00:00-04:00,2.361427646665403,2.3857721920582224,2.312738412399723,2.337083101272583,412206,0.0,0.0
1991-08-22 00:00:00-04:00,2.3857719898223877,2.3857719898223877,2.337082903163999,2.3857719898223877,53148,0.0,0.0
1991-08-23 00:00:00-04:00,2.385772457768826,2.434461697457172,2.337083361560537,2.4101171493530273,117420,0.0,0.0
1991-08-26 00:00:00-04:00,2.3857714214153414,2.4344606399536133,2.3857714214153414,2.4344606399536133,19776,0.0,0.0
1991-08-27 00:00:00-04:00,2.4344615634263027,2.5318403244018555,2.3857723264185746,2.5318403244018555,554964,0.0,0.0
1991-08-28 00:00:00-04:00,2.55618410152157,2.6535625462172487,2.5074950226537354,2.6048731803894043,654462,0.0,0.0
1991-08-29 00:00:00-04:00,2.6048738580058592,2.6048738580058592,2.556184766472333,2.56835675239563,268212,0.0,0.0
1991-08-30 00:00:00-04:00,2.604873276446143,2.604873276446143,2.5561841957828606,2.580528736114502,162534,0.0,0.0
1991-09-03 00:00:00-04:00,2.580528736114502,2.580528736114502,2.5561841957828606,2.580528736114502,237930,0.0,0.0
1991-09-04 00:00:00-04:00,2.556184768676758,2.592701300398309,2.556184768676758,2.556184768676758,449286,0.0,0.0
1991-09-05 00:00:00-04:00,2.556184768676758,2.5805293144645156,2.556184768676758,2.556184768676758,148320,0.0,0.0
1991-09-06 00:00:00-04:00,2.5805293144645156,2.5805293144645156,2.556184768676758,2.556184768676758,687834,0.0,0.0
1991-09-09 00:00:00-04:00,2.5561841957828606,2.580528736114502,2.5561841957828606,2.580528736114502,109386,0.0,0.0
1991-09-10 00:00:00-04:00,2.556184768676758,2.5805293144645156,2.556184768676758,2.556184768676758,275010,0.0,0.0
1991-09-11 00:00:00-04:00,2.580528640955487,2.629217719823321,2.55618410152157,2.6048731803894043,436926,0.0,0.0
1991-09-12 00:00:00-04:00,2.6048731803894043,2.6413905634603005,2.6048731803894043,2.6048731803894043,420240,0.0,0.0
1991-09-13 00:00:00-04:00,2.653563172055659,2.653563172055659,2.6048737947445066,2.629218339920044,369564,0.0,0.0
1991-09-16 00:00:00-04:00,2.6779077172311965,2.6779077172311965,2.6048737947445066,2.629218339920044,304056,0.0,0.0
1991-09-17 00:00:00-04:00,2.653563172055659,2.653563172055659,2.6048737947445066,2.629218339920044,101352,0.0,0.0
1991-09-18 00:00:00-04:00,2.629217719823321,2.629217719823321,2.6048731803894043,2.6048731803894043,207030,0.0,0.0
1991-09-19 00:00:00-04:00,2.629217719823321,2.629217719823321,2.6048731803894043,2.6048731803894043,393666,0.0,0.0
